Title,Price,Location,Amenities,Type,Agent,Link,Date
 Contemporary 4 Bedroom Fully Detached Duplex ,"₦ 280,000,000",Ajah Lekki Lagos, 4 Beds 4 Baths ,Contemporary 4 Bedroom Fully Detached Duplex,"
               Perfect Images 
             ",/property/4-bedroom-house-for-sale-ajah-lekki-lagos-9NTGV," Updated 31 Oct 2025, Added 31 Oct 2025"
 5 Bedroom Fully Detached Smart Villas ,"₦ 6,750,000,000",Ikoyi Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Smart Villas,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikoyi-lagos-7NRQC," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 150,000,000","Harris Drive, Ikota Lekki Lagos", 5 Beds 5 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-harris-drive-ikota-lekki-lagos-6NRMN," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Bedroom Fully Detached Duplex With Bq ," ₦ 220,000,000 ",Stargate Oluyole Estate Ibadan Oyo, ,4 Bedroom Fully Detached Duplex With Bq,"
               Openkeys business 
             ",/property/house-for-sale-stargate-oluyole-estate-ibadan-oyo-2NDKD,"Updated 31 Oct 2025, Added 26 Jun 2025"
 1 Bedroom Apartment ,"₦ 70,000,000",Ologolo Lekki Lagos, 1 Beds 1 Baths ,1 Bedroom Apartment,"
               Dibah Mercy 
             ",/property/1-bedroom-house-for-sale-ologolo-lekki-lagos-5NRJX," Updated 31 Oct 2025, Added 13 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 170,000,000",Ologolo Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-9NSCX," Updated 31 Oct 2025, Added 20 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 145,000,000",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-8NRLF," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 135,000,000",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-1NRMX," Updated 31 Oct 2025, Added 14 Oct 2025"
 5 Bedrooms Fully Detached Duplex ,"₦ 900,000,000",Osapa London Lekki Lagos, 5 Beds 5 Baths ,5 Bedrooms Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-7NSLA," Updated 31 Oct 2025, Added 22 Oct 2025"
 3 Bedroom Apartment With Swimming Pool ,"₦ 600,000,000",Lekki Phase 1 Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Apartment With Swimming Pool,"
               Dibah Mercy 
             ",/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NRQQ," Updated 31 Oct 2025, Added 15 Oct 2025"
 Exquisite 5 Bedroom Duplex With Private Pool ,"₦ 370,000,000",Ikota Lekki Lagos, 5 Beds 5 Baths ,Exquisite 5 Bedroom Duplex With Private Pool,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikota-lekki-lagos-9NRQX," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Fully Detached Duplex With Bq ,"₦ 270,000,000",Lekki Palm City Estate Ado Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Fully Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-lekki-palm-city-estate-ado-ajah-lagos-5NQZR," Updated 31 Oct 2025, Added 09 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 2,500,000,000",Mojisola Onikoyi Estate Ikoyi Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-mojisola-onikoyi-estate-ikoyi-lagos-2NRRD," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Maisonette With 2 Bq ,"₦ 950,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,4 Bedroom Maisonette With 2 Bq,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-8NRMB," Updated 31 Oct 2025, Added 14 Oct 2025"
 5 Bedroom Semi Detached Duplex With Bq ,"₦ 980,000,000",Ikate Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Semi Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikate-lekki-lagos-2NRXT," Updated 31 Oct 2025, Added 17 Oct 2025"
 Newly Built 4 Bedroom Semi Detached Duplex With Bq ," ₦ 135,000,000 ",Ajah Lekki Lagos, 4 Beds 4 Baths ,Newly Built 4 Bedroom Semi Detached Duplex With Bq,"
               LANDOFGOLD PROPERTY 
             ",/property/4-bedroom-house-for-sale-ajah-lekki-lagos-0NSUQ,"Updated 31 Oct 2025, Added 27 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 270,000,000",Vgc Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-vgc-lekki-lagos-4NRRT," Updated 31 Oct 2025, Added 15 Oct 2025"
 Contemporary 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Contemporary 4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NRRJ," Updated 31 Oct 2025, Added 15 Oct 2025"
 Newly Built 2 Bedroom Apartment ,"₦ 305,000,000",Oniru Victoria Island Lagos, 2 Beds 2 Baths ,Newly Built 2 Bedroom Apartment,"
               Dibah Mercy 
             ",/property/2-bedroom-house-for-sale-oniru-victoria-island-lagos-2NRUX," Updated 31 Oct 2025, Added 16 Oct 2025"
 4 Bedroom Semi Detached Duplex With Bq ,"₦ 190,000,000",Ologolo Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-8NRJY," Updated 31 Oct 2025, Added 13 Oct 2025"
 5 Bedroom Fully Detached Duplex With Bq ,"₦ 820,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9NRXR," Updated 31 Oct 2025, Added 17 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Ologolo Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-7NRRS," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Terraced Duplex ,"₦ 320,000,000",Ikate Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terraced Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ikate-lekki-lagos-2NRQW," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-1NRRT," Updated 31 Oct 2025, Added 15 Oct 2025"
 2 Bedroom Apartment ,"₦ 295,000,000",Lekki Phase 1 Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               Dibah Mercy 
             ",/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NRGX," Updated 31 Oct 2025, Added 13 Oct 2025"
 5 Bedroom Detached Duplex ," ₦ 250,000,000 ","1 Min Drive From Ajah Bridge, Ado Ajah Lagos", 5 Beds 6 Baths ,5 Bedroom Detached Duplex,"
               Herdis Global 
             ",/property/5-bedroom-house-for-sale-1-min-drive-from-ajah-bridge-ado-ajah-lagos-1NMBM,"Updated 31 Oct 2025, Added 03 Sep 2025"
 4 Bedroom Detached Duplex With A Bq ,"₦ 280,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Detached Duplex With A Bq,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4NRHJ," Updated 31 Oct 2025, Added 13 Oct 2025"
 5 Bedroom Townhouse ,"₦ 1,600,000,000",Ikoyi Lagos, 5 Beds 5 Baths ,5 Bedroom Townhouse,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikoyi-lagos-7NRMU," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Units Of 5 Bedroom Terraced Duplex ,"₦ 3,200,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,4 Units Of 5 Bedroom Terraced Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NRQA," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Luxury Duplex ,"₦ 650,000,000",Orchid Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Luxury Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-orchid-lekki-lagos-7NRQD," Updated 31 Oct 2025, Added 15 Oct 2025"
 Ultra Luxury 5 Detached Bedroom Duplex ,"₦ 400,000,000",Ikota Lekki Lagos, 5 Beds 5 Baths ,Ultra Luxury 5 Detached Bedroom Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikota-lekki-lagos-5NRQX," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Fully Detached Duplex With Swimming Pool ,"₦ 350,000,000",Ikota Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex With Swimming Pool,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4NRQE," Updated 31 Oct 2025, Added 15 Oct 2025"
 Built 4 Bedroom Semi Detached Duplex ,"₦ 320,000,000",Omole Phase 1 Ojodu Lagos, 4 Beds 4 Baths ,Built 4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-omole-phase-1-ojodu-lagos-2NRFL," Updated 31 Oct 2025, Added 12 Oct 2025"
 4 Bedroom Fully Detached Duplex With Bq ,"₦ 270,000,000",Ogba Lagos, 4 Beds 4 Baths ,4 Bedroom Fully Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ogba-lagos-3NRLN," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 165,000,000",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-4NRQB," Updated 31 Oct 2025, Added 15 Oct 2025"
 4 Bedroom Terraced Duplex ,"₦ 700,000,000",Lekki Phase 1 Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terraced Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NRHL," Updated 31 Oct 2025, Added 13 Oct 2025"
 Luxury 5 Bedroom Duplex ,"₦ 350,000,000","Harris Drive, Vgc Lekki Lagos", 5 Beds 5 Baths ,Luxury 5 Bedroom Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-harris-drive-vgc-lekki-lagos-0NRRT," Updated 31 Oct 2025, Added 15 Oct 2025"
 3 Bedroom Waterfront Ikoyi Apartment ," ₦ 735,000,000 ","Royal Palm Drive, Osborne Forshore 2, Osborne Foreshore Estate Ikoyi Lagos", 3 Beds 4 Baths ,3 Bedroom Waterfront Ikoyi Apartment,"
               Fort Knox 
             ",/property/3-bedroom-flat-apartment-for-sale-royal-palm-drive-osborne-forshore-2-osborne-foreshore-estate-ikoyi-lagos-4NCFX,"Updated 31 Oct 2025, Added 18 Jun 2025"
 Ultra Luxury 4 Bedroom Terraced Duplex ,"₦ 1,400,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,Ultra Luxury 4 Bedroom Terraced Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-3NRPZ," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Detached Duplex ,"₦ 1,500,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NSFD," Updated 31 Oct 2025, Added 21 Oct 2025"
 1 Bedroom Apartment ,"₦ 100,000,000",Idado Lekki Lagos, 1 Beds 1 Baths ,1 Bedroom Apartment,"
               Dibah Mercy 
             ",/property/1-bedroom-house-for-sale-idado-lekki-lagos-5NSLY," Updated 31 Oct 2025, Added 23 Oct 2025"
 5 Bedroom Fully Detached Duplex With Bq/pool ,"₦ 260,000,000",Ajah Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex With Bq/pool,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ajah-lagos-4NRUX," Updated 31 Oct 2025, Added 16 Oct 2025"
 2 Bedroom Apartment With Swimming Pool ,"₦ 350,000,000",Oniru Victoria Island Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment With Swimming Pool,"
               Dibah Mercy 
             ",/property/2-bedroom-house-for-sale-oniru-victoria-island-lagos-9NRQD," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Fully Detached Duplex With Bq ,"₦ 430,000,000",Ologolo Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex With Bq,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-2NRXJ," Updated 31 Oct 2025, Added 17 Oct 2025"
 4 Bedroom Fully Detached Duplex ,"₦ 185,000,000",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-0NQZR," Updated 31 Oct 2025, Added 09 Oct 2025"
 6 Bedroom Fully Detached Duplex With A Private Pool ,"₦ 600,000,000",Royal Garden Estate Ajah Lagos, 6 Beds 6 Baths ,6 Bedroom Fully Detached Duplex With A Private Pool,"
               Dibah Mercy 
             ",/property/6-bedroom-house-for-sale-royal-garden-estate-ajah-lagos-2NRMX," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 350,000,000",Ogudu Gra Ogudu Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ogudu-gra-ogudu-lagos-0NRFM," Updated 31 Oct 2025, Added 12 Oct 2025"
 Massive 4 Bedroom Terraced Duplex With Bq ," ₦ 1,500,000,000 ",Main Maitama Abuja, 4 Beds 4 Baths ,Massive 4 Bedroom Terraced Duplex With Bq,"
               Innerowrkings investments 
             ",/property/4-bedroom-house-for-sale-main-maitama-abuja-7NQQP,"Updated 31 Oct 2025, Added 06 Oct 2025"
 Serviced 4 Bedroom Semi Detached Duplex ,"₦ 340,000,000",Chevron Lekki Lagos, 4 Beds 4 Baths ,Serviced 4 Bedroom Semi Detached Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-chevron-lekki-lagos-6NSNP," Updated 31 Oct 2025, Added 23 Oct 2025"
 4 Bedroom Terraced Duplex ,"₦ 850,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,4 Bedroom Terraced Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-4NRQD," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 450,000,000",Ikota Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ikota-lekki-lagos-3NSQY," Updated 31 Oct 2025, Added 24 Oct 2025"
 Magnificent 5 Bedroom Detached Duplex ,"₦ 800,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,Magnificent 5 Bedroom Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NRMW," Updated 31 Oct 2025, Added 14 Oct 2025"
 6 Bedroom Fully Detached Duplex ,"₦ 1,600,000,000",Ikate Lekki Lagos, 6 Beds 6 Baths ,6 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/6-bedroom-house-for-sale-ikate-lekki-lagos-4NQZV," Updated 31 Oct 2025, Added 10 Oct 2025"
 4 Bedroom Terrace Duplex ,"₦ 325,000,000",Ikate Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex,"
               Dibah Mercy 
             ",/property/4-bedroom-house-for-sale-ikate-lekki-lagos-5NRWB," Updated 31 Oct 2025, Added 17 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 1,600,000,000",Osapa London Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8NSFC," Updated 31 Oct 2025, Added 21 Oct 2025"
 Spacious 3 Bedroom Apartment With Elevator ,"₦ 350,000,000",Lekki Phase 1 Lekki Lagos, 3 Beds 3 Baths ,Spacious 3 Bedroom Apartment With Elevator,"
               Dibah Mercy 
             ",/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4NRQR," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 480,000,000",Lekki County Estate Ikota Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-county-estate-ikota-lekki-lagos-7NQZV," Updated 31 Oct 2025, Added 10 Oct 2025"
 Serviced 3 Bedroom Flat ,"₦ 330,000,000",Lekki Phase 1 Lekki Lagos, 3 Beds 3 Baths ,Serviced 3 Bedroom Flat,"
               Dibah Mercy 
             ",/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NRBA," Updated 31 Oct 2025, Added 10 Oct 2025"
 2 Bedroom Apartment With Gym ,"₦ 305,000,000",Oniru Victoria Island Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment With Gym,"
               Dibah Mercy 
             ",/property/2-bedroom-house-for-sale-oniru-victoria-island-lagos-3NRMN," Updated 31 Oct 2025, Added 14 Oct 2025"
 Brand New 4 Bedroom Terraced Duplex ," ₦ 220,000,000 ",Idado Lekki Lagos, 4 Beds 4 Baths ,Brand New 4 Bedroom Terraced Duplex,"
               OUTSTANDING REAL 
             ",/property/4-bedroom-house-for-sale-idado-lekki-lagos-9NQNJ,"Updated 31 Oct 2025, Added 06 Oct 2025"
 5 Bedroom Fully Detached Home With Pool ,"₦ 300,000,000",Ajah Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Home With Pool,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-ajah-lagos-3NRRS," Updated 31 Oct 2025, Added 15 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 1,200,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               Dibah Mercy 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NRBB," Updated 31 Oct 2025, Added 10 Oct 2025"
 3 Bedroom Waterfront Ikoyi Apartment ,"₦ 735,000,000","Royal Palm Drive, Osborne Forshore 2, Osborne Foreshore Estate Ikoyi Lagos", 3 Beds 4 Baths ,3 Bedroom Waterfront Ikoyi Apartment,"
               Fort Knox 
             ",/property/3-bedroom-flat-apartment-for-sale-royal-palm-drive-osborne-forshore-2-osborne-foreshore-estate-ikoyi-lagos-4NCFX," Updated 31 Oct 2025, Added 18 Jun 2025"
 2 Bedroom Waterfront Apartment ,"₦ 390,000,000","Lagos, Nigeria/ Ikoyi Osborne Foreshore 2, Plot 63 Royal Palm Dr, Ikoyi, Lagos 106104, Osborne Foreshore Estate Ikoyi Lagos", 2 Beds 2 Baths ,2 Bedroom Waterfront Apartment,"
               Fort Knox 
             ",/property/2-bedroom-flat-apartment-for-sale-lagos-nigeria-ikoyi-osborne-foreshore-2-plot-63-royal-palm-dr-ikoyi-lagos-106104-osborne-foreshore-estate-ikoyi-lagos-2NQEH," Updated 31 Oct 2025, Added 02 Oct 2025"
 Ultra Luxurious Waterfront 2 Bedroom Apartment ,"₦ 390,000,000","Royal Palm Drive, Osborne Forshore 2. Osborne Foreshore Estate Ikoyi Lagos", 2 Beds 2 Baths ,Ultra Luxurious Waterfront 2 Bedroom Apartment,"
               Fort Knox 
             ",/property/2-bedroom-flat-apartment-for-sale-royal-palm-drive-osborne-forshore-2-osborne-foreshore-estate-ikoyi-lagos-6MGMH," Updated 31 Oct 2025, Added 16 Dec 2024"
 Ultra Luxurious Waterfront 2/3/4 Bedroom Apartment ,"₦ 390,000,000","Royal Palm Drive, Osbourne Phase Ii, Osborne Foreshore Estate Ikoyi Lagos", 2 Beds 2 Baths ,Ultra Luxurious Waterfront 2/3/4 Bedroom Apartment,"
               Fort Knox 
             ",/property/2-bedroom-flat-apartment-for-sale-royal-palm-drive-osbourne-phase-ii-osborne-foreshore-estate-ikoyi-lagos-1MDFQ," Updated 31 Oct 2025, Added 11 Nov 2024"
 Ultra Luxurious Waterfront 3 Bedroom Apartment ,"₦ 735,000,000","Royal Palm Drive, Osborne Forshore 2. Osborne Foreshore Estate Ikoyi Lagos", 3 Beds 4 Baths ,Ultra Luxurious Waterfront 3 Bedroom Apartment,"
               Fort Knox 
             ",/property/3-bedroom-flat-apartment-for-sale-royal-palm-drive-osborne-forshore-2-osborne-foreshore-estate-ikoyi-lagos-5MGMF," Updated 31 Oct 2025, Added 16 Dec 2024"
 2 Bedroom Apartment ,"₦ 250,000,000","Off Admiralty Way, Lekki Foreshore, Lekki Phase 1 Lekki Lagos", 2 Beds 2 Baths ,2 Bedroom Apartment,"
               PLUSWORLD REALTORS 
             ",/property/2-bedroom-flat-apartment-for-sale-off-admiralty-way-lekki-foreshore-lekki-phase-1-lekki-lagos-7NKME," Updated 31 Oct 2025, Added 19 Aug 2025"
 Office And Shop Space ,"₦ 2,200,000/sqm",Allen Avenue Ikeja Lagos, 1 Beds 1 Baths ,Office And Shop Space,"
               PLUSWORLD REALTORS 
             ",/property/1-bedroom-commercial-property-for-sale-allen-avenue-ikeja-lagos-5NDYC," Updated 31 Oct 2025, Added 01 Jul 2025"
 4 Bedroom Semi Detached Duplex ," ₦ 150,000,000 ",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               Mongeorge limited 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-3NSAF,"Updated 31 Oct 2025, Added 19 Oct 2025"
" Fenced Land Measuring 1,063sqm ","₦ 1,900,000/sqm",Jibril Aminu Parkview Estate Ikoyi Lagos, ,"Fenced Land Measuring 1,063sqm","
               PLUSWORLD REALTORS 
             ",/property/land-for-sale-jibril-aminu-parkview-estate-ikoyi-lagos-9NFSF," Updated 31 Oct 2025, Added 16 Jul 2025"
 3 Bedroom Terraced Duplex ,"₦ 100,000,000","Jerico Villa, Abraham Adesanya Estate Ajah Lagos", 3 Beds 3 Baths ,3 Bedroom Terraced Duplex,"
               PLUSWORLD REALTORS 
             ",/property/3-bedroom-house-for-sale-jerico-villa-abraham-adesanya-estate-ajah-lagos-6NNUN," Updated 31 Oct 2025, Added 18 Sep 2025"
 4 Bedroom Terraced Duplex With Bq ,"₦ 90,000,000","Imperial Court, Greenland Estate 1, Ogombo Ajah Lagos", 4 Beds 4 Baths ,4 Bedroom Terraced Duplex With Bq,"
               PLUSWORLD REALTORS 
             ",/property/4-bedroom-house-for-sale-imperial-court-greenland-estate-1-ogombo-ajah-lagos-2NRMZ," Updated 31 Oct 2025, Added 14 Oct 2025"
 3 Bedroom Maisonette Duplex With Bq ,"₦ 145,000,000","Mobile Road, Ilaje Ajah Lagos", 3 Beds 3 Baths ,3 Bedroom Maisonette Duplex With Bq,"
               PLUSWORLD REALTORS 
             ",/property/3-bedroom-house-for-sale-mobile-road-ilaje-ajah-lagos-9NKMC," Updated 31 Oct 2025, Added 19 Aug 2025"
 3 Bedrooms Apartment ,"₦ 50,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 3 Beds 4 Baths ,3 Bedrooms Apartment,"
               Estate Shelters 
             ",/property/3-bedroom-house-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-8NNDT," Updated 31 Oct 2025, Added 13 Sep 2025"
 4 Bedroom Semi Detached Triplex ,"₦ 12,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 4 Beds 5 Baths ,4 Bedroom Semi Detached Triplex,"
               Estate Shelters 
             ",/property/4-bedroom-land-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-4NNDR," Updated 31 Oct 2025, Added 13 Sep 2025"
 4 Bedroom Dupex ,"₦ 12,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 4 Beds 5 Baths ,4 Bedroom Dupex,"
               Estate Shelters 
             ",/property/4-bedroom-land-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-1NNDS," Updated 31 Oct 2025, Added 13 Sep 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 12,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 4 Beds 5 Baths ,4 Bedroom Semi Detached Duplex,"
               Estate Shelters 
             ",/property/4-bedroom-land-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-4NNDS," Updated 31 Oct 2025, Added 13 Sep 2025"
 3 Bedrooms Apartment ,"₦ 50,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 3 Beds 4 Baths ,3 Bedrooms Apartment,"
               Estate Shelters 
             ",/property/3-bedroom-house-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-0NNDT," Updated 31 Oct 2025, Added 13 Sep 2025"
 4 Bedroom Duplex ,"₦ 12,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 4 Beds 5 Baths ,4 Bedroom Duplex,"
               Estate Shelters 
             ",/property/4-bedroom-land-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-0NNDS," Updated 31 Oct 2025, Added 13 Sep 2025"
 3 Bedroom Apartment ,"₦ 50,000,000",?? Location: Lifecamp Ext. After Karimo Market With Access Behind Brains & Harmers City. Life Camp Abuja, 3 Beds 4 Baths ,3 Bedroom Apartment,"
               Estate Shelters 
             ",/property/3-bedroom-flat-apartment-for-sale-location-lifecamp-ext-after-karimo-market-with-access-behind-brains-harmers-city-life-camp-abuja-6NNDV," Updated 31 Oct 2025, Added 13 Sep 2025"
